symbol,name,price,assets,avg_vol,ytd,inverse,leveraged,week1,week4,year1,year3,year5,etfdb,inception,er,commission_free,annual_dividend_rate,dividend_date,dividend,annual_dividend_yield,p_e_ratio,beta,holdings,top_10,l_bollinger,u_bollinger,support1,resistance1,rsi,day_200,cap_gains,lt_cap_gains,tax_form,liquidity,expenses,performance,volatility,score_dividend,concentration,overall
RYT,Guggenheim S&P 500 Equal Weight Technology ETF,104.20,802332,55695,14.18%,No,No,1.41%,1.25%,24.31%,52.82%,137.97%,Technology Equities,2006-11-01,0.40%,Charles Schwab,$1.44,2016-09-16,$0.23,1.37%,22.79,1.17,69,18.01%,$101.34,$104.91,$104.02,$104.56,59,16.78%,35%,15%,1099,B+,A-,A,B+,B,B+,A-
SMH,VanEck Vectors Semiconductor ETF,66.99,645136.3,2675772,25.73%,No,No,0.65%,1.36%,40.50%,74.92%,162.41%,Technology Equities,2011-12-20,0.35%,Not Available,$1.14,2015-12-21,$1.14,1.68%,23.68,1.50,25,68.87%,$64.30,$68.16,$66.69,$67.54,60,21.08%,35%,15%,1099,A,A-,A-,B,A,C,A-
IGN,iShares North American Tech-Multimedia Networking ETF,40.55,65264,88568,9.97%,No,No,2.35%,3.81%,13.29%,32.07%,65.17%,Technology Equities,2001-07-10,0.47%,Not Available,$0.35,2016-06-21,$0.08,0.87%,25.47,1.19,27,64.06%,$38.83,$40.56,n/a,n/a,63,18.38%,35%,15%,1099,B+,B+,B+,B,A,C,B
PSI,PowerShares Dynamic Semiconductors Portfolio ETF,32.00,90440,32157,27.18%,No,No,1.46%,0.82%,40.76%,89.95%,164.54%,Technology Equities,2005-06-23,0.63%,Not Available,$0.12,2016-06-17,$0.08,0.36%,21.01,1.52,34,45.60%,$30.68,$32.53,$31.90,$32.17,61,21.92%,35%,15%,1099,C+,B-,B-,C+,C+,C+,C
FXL,First Trust Technology AlphaDEX Fund,36.28,521733,122371,10.08%,No,No,1.32%,1.23%,15.32%,35.14%,99.62%,Technology Equities,2007-05-08,0.67%,Not Available,$0.37,2016-09-21,$0.14,1.01%,20.29,1.25,83,22.37%,$35.17,$36.65,$36.17,$36.48,58,16.81%,35%,15%,1099,A-,C+,A-,B+,C+,A-,B
ROM,Ultra Technology ETF,94.27,114912,14011,19.98%,No,2x,1.15%,3.28%,37.73%,114.30%,259.53%,Leveraged Equities,2007-01-30,0.95%,Not Available,$0.22,2016-06-22,$0.05,0.23%,19.72,2.21,152,156.06%,$88.68,$95.65,$93.32,$95.48,59,29.52%,35%,15%,1099,B,C,B,B+,n/a,n/a,B+
USD,Ultra Semiconductors ETF,117.01,26680.5,3266,35.59%,No,2x,-0.77%,3.26%,80.33%,164.89%,294.27%,Leveraged Equities,2007-01-30,0.95%,Not Available,$0.53,2016-06-22,$0.13,0.45%,19.88,3.48,38,190.22%,$108.73,$120.55,$116.54,$117.74,58,41.61%,35%,15%,1099,B-,C,B-,B,n/a,n/a,B
PNQI,PowerShares NASDAQ Internet Portfolio ETF,87.57,293292.5,18114,9.15%,No,No,2.52%,3.81%,24.25%,42.76%,162.70%,Technology Equities,2008-06-12,0.60%,Not Available,n/a,2012-12-21,$0.02,0.03%,35.95,1.17,84,60.02%,$83.59,$87.67,$87.37,$87.84,65,16.33%,35%,15%,1099,B,B,A,B,C,A-,B
BIL,SPDR Barclays 1-3 Month T-Bill ETF,45.73,1669163.3,990326,0.11%,No,No,0.02%,0.04%,0.09%,-0.13%,-0.24%,Money Market,2007-05-25,0.14%,Not Available,n/a,2011-12-28,$0.00,0.34%,n/a,0.02,10,0.00%,$45.71,$45.73,$45.72,$45.74,57,0.28%,35%,15%,1099,A+,A+,C+,A,B+,C+,B+
FXU,First Trust Utilities AlphaDEX Fund,26.67,1736868,597168,21.18%,No,No,2.71%,3.35%,23.57%,46.60%,89.11%,Utilities Equities,2007-05-08,0.70%,Not Available,$0.70,2016-09-21,$0.16,2.63%,18.80,-1.50,41,41.65%,$25.49,$26.63,$26.56,$26.77,55,13.12%,35%,15%,1099,A,C+,A,A,C,B,B
PUI,PowerShares DWA Utilities Momentum Portfolio ETF,26.68,167312.5,120666,21.07%,No,No,4.26%,5.32%,28.26%,48.99%,102.45%,Utilities Equities,2005-10-26,0.60%,Not Available,$0.71,2016-09-16,$0.20,2.64%,27.17,-1.79,32,39.56%,$24.75,$26.61,$26.61,$26.78,57,15.39%,35%,15%,1099,B,B-,A,A+,B+,B+,A-
RYU,Guggenheim S&P 500 Equal Weight Utilities ETF,84.06,231220,38626,18.82%,No,No,3.31%,3.74%,23.98%,49.87%,96.29%,Utilities Equities,2006-11-01,0.40%,Charles Schwab,$2.49,2016-09-16,$0.74,2.96%,19.75,-1.64,34,31.52%,$79.41,$83.93,n/a,n/a,56,13.98%,35%,15%,1099,B+,A-,A,A,A-,B,A
VPU,Vanguard Utilities ETF,111.08,2307084.8,288463,20.98%,No,No,3.48%,4.45%,26.02%,50.34%,88.93%,Utilities Equities,2004-01-26,0.12%,Vanguard,$3.35,2016-09-20,$0.92,3.01%,23.90,-1.65,81,50.35%,$104.26,$110.81,$110.58,$111.51,57,14.34%,35%,15%,1099,A,A,A-,A-,A,A-,A+
XLU,Utilities Select Sector SPDR Fund,50.94,8051940,14998669,20.57%,No,No,3.41%,4.52%,24.58%,50.90%,85.41%,Utilities Equities,1998-12-16,0.15%,Not Available,$1.64,2016-09-16,$0.42,3.22%,18.16,-1.72,29,60.28%,$47.79,$50.78,$50.66,$51.15,57,14.80%,35%,15%,1099,A+,A,B+,A,A,B-,A
IDU,iShares U.S. Utilities ETF,128.13,866632.5,207694,20.46%,No,No,3.43%,4.41%,25.15%,49.97%,87.47%,Utilities Equities,2000-06-12,0.43%,Not Available,$4.40,2016-06-21,$0.90,3.42%,21.36,-1.67,57,51.58%,$120.31,$127.84,$127.56,$128.63,57,14.39%,35%,15%,1099,A,B+,B+,A-,B-,B+,B+
UPW,Ultra Utilities ETF,42.70,17112,7349,40.90%,No,2x,7.52%,8.81%,51.75%,104.74%,203.91%,Leveraged Equities,2007-01-30,0.95%,Not Available,$1.13,2016-09-21,$0.16,2.63%,19.07,-3.04,64,143.78%,$37.47,$42.56,$42.34,$43.07,58,27.31%,35%,15%,1099,C+,C,A-,A-,n/a,n/a,A-
AMJ,JPMorgan Alerian MLP Index ETN,31.27,3721130,2179432,14.07%,No,No,4.41%,0.71%,6.93%,-16.69%,19.94%,MLPs,2009-04-02,0.85%,Not Available,$2.15,2016-08-24,$0.51,6.89%,n/a,1.61,n/a,n/a,$29.72,$32.03,$31.09,$31.51,53,20.62%,35%,15%,1099,A,A-,A,C,B,n/a,A-
TUZ,PIMCO 1-3 Year U.S. Treasury Index Exchange-Traded Fund,51.05,155804.6,14475,1.00%,No,No,-0.06%,0.18%,0.45%,1.82%,2.46%,Government Bonds,2009-06-01,0.15%,Not Available,$0.23,2016-09-01,$0.03,0.45%,n/a,-0.11,28,48.12%,$51.00,$51.11,n/a,n/a,48,2.38%,35%,15%,1099,B+,B-,A-,A,C,B,B
QABA,First Trust NASDAQ ABA Community Bank Index Fund,41.40,176417.5,21855,7.40%,No,No,1.35%,0.66%,10.81%,35.13%,137.99%,Financials Equities,2009-06-29,0.60%,Not Available,$0.57,2016-09-21,$0.14,1.37%,16.07,1.18,148,25.28%,$40.62,$41.95,$41.29,$41.52,58,21.36%,35%,15%,1099,B,C+,B-,A-,C+,A-,B-
CSM,LARGE CAP CORE PLUS ETF,53.06,392202.5,23822,8.72%,No,No,1.59%,0.29%,15.66%,37.73%,120.57%,Large Cap Blend Equities,2009-07-13,0.45%,Charles Schwab,$0.86,2016-09-21,$0.19,1.61%,17.16,0.96,319,74.06%,$51.88,$53.69,$52.97,$53.18,54,12.24%,35%,15%,1099,A-,B-,A-,B-,B+,A,B+
CWB,SPDR Barclays Capital Convertible Bond ETF,46.31,2785800,775418,8.23%,No,No,1.56%,0.82%,6.74%,17.26%,61.99%,Preferred Stock/Convertible Bonds,2009-04-14,0.40%,Charles Schwab,$1.88,2016-09-01,$0.20,4.04%,8.35,0.81,96,34.00%,$45.24,$46.47,$46.24,$46.44,58,9.26%,35%,15%,1099,A-,A,A+,B+,B-,A-,B+
SPXU,UltraPro Short S&P500 ETF,23.29,903180.9,5754368,-26.55%,Yes,3x,-3.88%,-0.60%,-41.28%,-70.59%,-94.42%,Leveraged Equities,2009-06-23,0.92%,Not Available,n/a,n/a,n/a,0.00%,n/a,-2.90,12,299.97%,$22.51,$24.72,$23.10,$23.41,46,35.75%,35%,15%,1099,A,A-,A-,B-,n/a,n/a,A-
TMF,Direxion Daily 20+ Year Treasury Bull 3x Shares ETF,27.25,69717,455958,46.84%,No,3x,4.57%,-3.06%,39.96%,133.96%,44.18%,Leveraged Bonds,2009-04-16,0.95%,Not Available,n/a,2013-09-17,$0.08,0.12%,n/a,-3.22,14,334.46%,$24.75,$30.16,$27.12,$27.47,48,37.07%,35%,15%,1099,A-,B+,C,C+,n/a,n/a,B+
TMV,Direxion Daily 20+ Year Treasury Bear 3x Shares ETF,16.81,329970,949814,-39.92%,Yes,3x,-4.54%,2.19%,-40.52%,-76.31%,-77.16%,Inverse Bonds,2009-04-16,0.90%,Not Available,n/a,2009-11-20,$7.35,18.33%,n/a,3.15,7,330.51%,$15.27,$18.36,$16.67,$16.89,50,37.42%,35%,15%,1099,A,B,A,B-,n/a,n/a,A
TYD,Direxion Daily 7-10 Year Treasury Bull 3x Shares ETF,53.05,7999.5,2964,20.00%,No,3x,0.86%,-0.19%,12.28%,44.75%,34.40%,Leveraged Bonds,2009-04-16,0.95%,Not Available,n/a,2011-12-13,$1.68,0.25%,n/a,-1.55,9,314.27%,$51.82,$54.38,n/a,n/a,48,22.45%,35%,15%,1099,B,C+,C+,B+,n/a,n/a,B-
TYO,Direxion Daily 7-10 Year Treasury Bear 3x Shares ETF,13.17,25720.5,10058,-20.95%,Yes,3x,-2.01%,-2.08%,-20.76%,-48.43%,-53.00%,Inverse Bonds,2009-04-16,0.95%,Not Available,n/a,2010-03-23,$0.14,12.27%,n/a,1.76,6,332.25%,$13.00,$13.61,n/a,n/a,48,18.43%,35%,15%,1099,B+,B-,B+,B+,n/a,n/a,B
UPRO,UltraPro S&P 500 ETF,73.36,671400,2491479,17.31%,No,3x,3.65%,-0.88%,37.56%,94.53%,548.23%,Leveraged Equities,2009-06-23,0.95%,Not Available,$0.23,2016-09-21,$0.01,0.30%,19.21,2.94,519,252.91%,$69.11,$76.84,$72.98,$74.00,51,36.51%,35%,15%,1099,A,C+,B-,B-,n/a,n/a,B+
DRN,Daily Real Estate Bull 3x Shares ETF,25.71,90667,170694,36.12%,No,3x,12.47%,1.66%,65.66%,144.51%,439.13%,Leveraged Real Estate,2009-07-16,0.95%,Not Available,n/a,2012-12-18,$0.01,0.02%,33.27,-4.77,15,311.53%,$21.77,$27.88,$24.98,$26.22,52,44.52%,35%,15%,1099,A+,C+,A+,C+,n/a,n/a,B+
DRV,Direxion Daily Real Estate Bear 3x Shares ETF,11.46,20378.7,86860,-41.35%,Yes,3x,-11.98%,-5.37%,-55.70%,-81.55%,-96.08%,Leveraged Real Estate,2009-07-16,0.95%,Not Available,n/a,2010-03-23,$0.04,0.00%,n/a,4.56,8,324.87%,$10.92,$13.48,$11.24,$11.82,44,43.47%,35%,15%,1099,A-,B,B-,B,n/a,n/a,B-
TBF,Short 20+ Year Treasury ETF,21.16,727189.5,745935,-14.44%,Yes,No,-1.49%,0.91%,-14.44%,-34.81%,-33.04%,Inverse Bonds,2009-08-18,0.93%,Not Available,n/a,n/a,n/a,0.00%,n/a,1.03,7,100.51%,$20.48,$21.80,n/a,n/a,51,12.29%,35%,15%,1099,A+,B,A-,B-,n/a,n/a,A+
STPZ,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund,52.54,1053675,77612,2.63%,No,No,0.29%,0.53%,2.25%,0.59%,1.47%,Inflation-Protected Bonds,2009-08-20,0.20%,TD Ameritrade,$0.14,2016-09-01,$0.14,0.27%,n/a,0.19,14,91.10%,$52.18,$52.51,$52.49,$52.60,58,2.18%,35%,15%,1099,A-,B,A,A-,C,B-,B+
LTPZ,PIMCO 15+ Year U.S. TIPS Index Exchange-Traded Fund,71.50,100592.8,20129,17.48%,No,No,3.19%,0.92%,16.13%,23.85%,17.74%,Inflation-Protected Bonds,2009-09-03,0.20%,Not Available,$0.10,2015-12-29,$0.05,0.14%,n/a,1.24,9,99.88%,$68.15,$72.88,$71.23,$71.63,56,12.68%,35%,15%,1099,B-,B-,C,C,C+,C,C
TIPZ,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund,59.26,93299,10745,7.64%,No,No,1.20%,1.05%,6.19%,7.74%,7.40%,Inflation-Protected Bonds,2009-09-03,0.20%,Not Available,$0.21,2016-09-01,$0.21,0.36%,n/a,0.51,22,67.77%,$58.24,$59.37,$59.17,$59.31,57,5.23%,35%,15%,1099,C+,B,B-,B+,B,B,B-
PSK,SPDR Wells Fargo Preferred Stock ETF,45.79,558028,127043,6.26%,No,No,1.24%,-0.01%,10.24%,34.02%,47.32%,Preferred Stock/Convertible Bonds,2009-09-16,0.45%,Not Available,$2.49,2016-09-16,$0.62,5.44%,n/a,0.44,148,16.68%,$44.95,$46.18,n/a,n/a,56,6.18%,35%,15%,1099,A-,A,B,A-,A-,A,A-
IWL,iShares Russell Top 200 ETF,49.34,109120,9926,6.20%,No,No,1.02%,0.41%,14.04%,33.69%,111.47%,Large Cap Blend Equities,2009-09-22,0.15%,Not Available,$1.02,2016-07-06,$0.30,2.05%,20.05,0.96,203,22.37%,$48.48,$49.92,$49.28,$49.43,52,11.40%,35%,15%,1099,B,A,A-,B+,A-,B,A-
IWY,iShares Russell Top 200 Growth ETF,56.18,654820,36277,5.79%,No,No,1.21%,0.48%,13.01%,42.46%,114.99%,Large Cap Growth Equities,2009-09-22,0.20%,Not Available,$0.85,2016-07-06,$0.25,1.50%,23.88,0.92,138,33.94%,$54.86,$56.57,$56.11,$56.30,54,11.34%,35%,15%,1099,B,A-,A+,A-,A+,B+,A
IWX,iShares Russell Top 200 Value ETF,44.24,166800,7762,7.37%,No,No,0.91%,-0.14%,15.06%,26.27%,105.73%,Large Cap Value Equities,2009-09-22,0.20%,Not Available,$1.06,2016-07-06,$0.28,2.39%,17.03,0.95,129,34.34%,$43.64,$45.08,$44.17,$44.36,50,12.13%,35%,15%,1099,B-,A-,B,B,B+,B,B+
EQL,ALPS Equal Sector Weight ETF,59.11,142248,7485,9.53%,No,No,1.89%,0.18%,15.66%,31.46%,104.11%,Large Cap Blend Equities,2009-07-06,0.30%,Not Available,$1.19,2016-09-21,$0.27,2.00%,19.46,1.03,10,99.94%,$57.65,$59.87,$59.03,$59.18,53,11.74%,35%,15%,1099,B,B+,B,A-,A-,C,B
ZROZ,PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund,134.30,177685.2,65826,23.22%,No,No,2.44%,-1.57%,20.86%,67.83%,37.78%,Government Bonds,2009-10-30,0.15%,Charles Schwab,$2.06,2016-07-01,$0.40,1.53%,n/a,-1.67,22,36.73%,$127.68,$141.90,n/a,n/a,49,19.14%,35%,15%,1099,B+,B,C,C,A,C,C+
SCHB,Schwab U.S. Broad Market ETF,52.25,6939213.6,660380,7.95%,No,No,1.39%,0.14%,13.59%,33.27%,113.05%,All Cap Equities,2009-11-03,0.03%,Charles Schwab,$0.91,2016-09-19,$0.17,1.73%,19.45,1.00,1997,14.74%,$51.14,$52.94,$52.16,$52.40,53,12.41%,35%,15%,1099,A,A+,B+,A-,A-,A,A
SCHX,Schwab U.S. Large-Cap ETF,51.54,6284553.2,549757,7.56%,No,No,1.28%,0.04%,13.77%,34.23%,112.66%,Large Cap Blend Equities,2009-11-03,0.04%,Charles Schwab,$0.92,2016-09-19,$0.18,1.78%,19.33,0.99,745,16.52%,$50.50,$52.22,$51.45,$51.68,53,12.13%,35%,15%,1099,A,A+,B,B+,A-,A,A+
SCHA,Schwab U.S. Small-Cap ETF,57.57,3841174.8,308735,11.70%,No,No,2.29%,0.80%,11.82%,25.06%,116.13%,Small Cap Blend Equities,2009-11-03,0.08%,Charles Schwab,$0.79,2016-09-19,$0.18,1.37%,20.10,1.28,1725,2.82%,$55.75,$58.39,n/a,n/a,55,15.89%,35%,15%,1099,A,A+,A-,A,A,A,A+
BAB,PowerShares Build America Bond Portfolio ETF,31.26,1076400,246560,11.23%,No,No,0.55%,-0.50%,12.88%,32.19%,35.81%,National Munis,2009-11-17,0.27%,Not Available,$1.29,2016-09-15,$0.10,4.13%,n/a,-0.56,283,21.22%,$30.91,$31.76,$31.21,$31.32,49,6.33%,35%,15%,1099,A-,B-,A,C,A,B+,A-
MINT,PIMCO Enhanced Short Maturity Active Exchange-Traded Fund,101.40,5007132,405697,1.19%,No,No,0.04%,0.12%,1.08%,2.40%,5.44%,Money Market,2009-11-16,0.35%,Not Available,$0.67,2016-09-01,$0.11,0.66%,n/a,0.04,559,9.83%,$101.28,$101.44,$101.39,$101.43,63,0.52%,35%,15%,1099,A-,C+,A,A-,A,A+,A+
MUNI,PIMCO Intermediate Municipal Bond Active Exchange-Traded Fund,54.77,260562.4,22129,2.27%,No,No,0.00%,-0.58%,4.35%,11.11%,14.26%,National Munis,2009-11-30,0.35%,Not Available,$0.73,2016-09-01,$0.10,1.34%,n/a,-0.22,171,19.26%,$54.63,$55.16,n/a,n/a,45,2.57%,35%,15%,1099,B,C+,B+,B+,B,C+,B-
VGSH,Vanguard Short-Term Government Bond ETF,61.19,898893,132152,1.15%,No,No,0.08%,0.11%,0.79%,2.27%,2.78%,Government Bonds,2009-11-23,0.12%,2 Platforms,$0.43,2016-08-01,$0.04,0.71%,n/a,-0.10,140,19.80%,$61.10,$61.19,$61.15,$61.22,52,1.11%,35%,15%,1099,A-,A-,A,A,C+,A,A
VGIT,Vanguard Intermediate-Term Government Bond ETF,66.62,898748.3,110854,4.28%,No,No,0.27%,0.38%,3.66%,10.24%,10.40%,Government Bonds,2009-11-23,0.12%,2 Platforms,$0.95,2016-09-01,$0.08,1.43%,n/a,-0.30,163,22.02%,$66.26,$66.68,n/a,n/a,52,3.52%,35%,15%,1099,B+,A,B+,B+,A-,A,A
VGLT,Vanguard Long-Term Government Bond ETF,83.96,575005.6,151302,14.09%,No,No,1.39%,-0.86%,13.18%,38.59%,27.23%,Government Bonds,2009-11-24,0.12%,2 Platforms,$1.86,2016-09-01,$0.16,2.20%,n/a,-1.07,71,40.31%,$81.61,$86.51,n/a,n/a,49,11.92%,35%,15%,1099,A-,A-,C+,B-,A,A-,A-
VCSH,Vanguard Short-Term Corporate Bond ETF,80.57,14635291.2,1340302,3.22%,No,No,0.04%,0.05%,3.09%,7.34%,14.67%,Corporate Bonds,2009-11-23,0.12%,2 Platforms,$1.52,2016-09-01,$0.14,1.88%,n/a,0.14,2065,2.88%,$80.45,$80.68,$80.52,$80.62,52,1.92%,35%,15%,1099,A,B+,A-,A,B-,A,A
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,89.33,10205980.8,820923,8.22%,No,No,0.56%,0.12%,8.27%,19.30%,29.05%,Corporate Bonds,2009-11-23,0.12%,2 Platforms,$2.60,2016-09-01,$0.24,2.90%,n/a,0.37,1762,4.03%,$88.50,$89.88,n/a,n/a,53,4.03%,35%,15%,1099,A,A-,A,B+,A-,A,A+
VCLT,Vanguard Long-Term Corporate Bond ETF,95.13,1459619.6,189762,15.85%,No,No,1.60%,-0.89%,14.75%,32.53%,37.55%,Corporate Bonds,2009-11-23,0.12%,2 Platforms,$3.59,2016-08-01,$0.32,3.76%,n/a,0.83,1717,4.76%,$92.40,$97.35,n/a,n/a,52,8.60%,35%,15%,1099,A-,B+,C+,C+,A,A,B+
VMBS,Vanguard Mortgage-Backed Securities ETF,53.90,2944346.8,269411,3.33%,No,No,0.13%,0.35%,2.91%,10.93%,12.03%,Mortgage Backed Securities,2009-11-23,0.12%,2 Platforms,$0.90,2016-09-01,$0.08,1.66%,n/a,0.12,2228,13.55%,$53.70,$53.91,n/a,n/a,59,2.05%,35%,15%,1099,A,A+,A-,A,B,A+,A+
CLY,iShares 10+ Year Credit Bond ETF,62.78,1085747.9,156306,13.59%,No,No,1.32%,-1.23%,12.44%,27.60%,30.06%,Corporate Bonds,2009-12-08,0.20%,Not Available,$1.27,2016-06-01,$0.21,2.03%,n/a,-0.74,1757,4.44%,$61.17,$64.67,n/a,n/a,49,7.79%,35%,15%,1099,A-,B,C,C+,A,A,B+
SCHG,Schwab U.S. Large-Cap Growth ETF,55.43,3014368.6,187552,5.66%,No,No,1.24%,0.31%,9.69%,38.07%,115.89%,Large Cap Growth Equities,2009-12-11,0.07%,Charles Schwab,$0.52,2016-09-19,$0.09,0.94%,20.77,1.01,414,25.75%,$54.21,$55.94,$55.34,$55.60,54,12.96%,35%,15%,1099,A,A+,B-,B,B+,A,A-
SCHV,Schwab U.S. Large-Cap Value ETF,45.48,2449520,268452,9.22%,No,No,1.24%,-0.22%,17.77%,29.25%,106.63%,Large Cap Value Equities,2009-12-11,0.07%,Charles Schwab,$1.15,2016-09-19,$0.24,2.51%,18.23,-0.99,334,26.67%,$44.63,$46.31,$45.41,$45.60,51,11.77%,35%,15%,1099,A-,A+,B-,A,A-,B+,A
SCPB,SPDR Barclays Capital Short Term Corporate Bond ETF,30.73,3994070.4,605762,1.49%,No,No,0.03%,0.03%,1.53%,3.73%,8.68%,Corporate Bonds,2009-12-16,0.12%,Not Available,$0.28,2016-09-01,$0.04,0.91%,n/a,-0.11,1092,4.78%,$30.70,$30.76,n/a,n/a,50,1.31%,35%,15%,1099,A,A-,B,A,C+,A,A
UBT,Ultra 20+ Year Treasury ETF,95.66,100086,17055,31.38%,No,2x,3.27%,-1.74%,27.12%,86.44%,42.31%,Leveraged Bonds,2010-01-19,0.95%,Not Available,$0.87,2016-09-21,$0.12,0.91%,n/a,-2.16,41,137.36%,$89.78,$102.09,$95.37,$95.90,49,25.50%,35%,15%,1099,B+,C,C+,B,n/a,n/a,B
UST,Ultra 7-10 Year Treasury ETF,63.20,47287.5,33978,13.02%,No,2x,0.86%,0.47%,10.91%,32.01%,25.14%,Leveraged Bonds,2010-01-19,0.95%,Not Available,$0.36,2016-09-21,$0.07,0.58%,n/a,-0.87,23,160.94%,$62.08,$63.81,n/a,n/a,51,10.57%,35%,15%,1099,A,B-,C+,A,n/a,n/a,A
SPGH,E-TRACS S&P 500 Gold Hedged ETN,66.49,24601.3,906,36.42%,No,No,0.00%,1.60%,29.23%,35.86%,45.40%,Large Cap Blend Equities,2010-01-27,0.85%,Not Available,n/a,n/a,n/a,n/a,n/a,1.85,n/a,n/a,$64.30,$66.81,n/a,n/a,71,20.14%,35%,15%,1099,B-,C,A,C,n/a,n/a,C+
GMMB,Columbia Intermediate Municipal Bond ETF,54.29,5440,767,3.44%,No,No,-0.66%,-0.91%,5.83%,16.18%,18.26%,National Munis,2010-01-29,0.42%,Not Available,$1.55,2016-09-01,$0.13,2.84%,n/a,-0.32,50,29.14%,$54.41,$54.91,$54.29,$54.29,42,3.54%,35%,15%,1099,C,C,A-,B-,B+,C,C
GMTB,Columbia Core Bond ETF,52.89,7938,466,5.42%,No,No,0.08%,-0.77%,4.83%,11.45%,11.88%,Total Bond Market,2010-01-29,0.49%,Not Available,$0.97,2016-09-01,$0.09,1.83%,n/a,0.38,174,27.83%,$52.79,$53.37,n/a,n/a,51,4.36%,35%,15%,1099,C,B-,B+,C+,B,B-,C+
SMMU,PIMCO Short Term Municipal Bond Active Exchange-Traded Fund,50.38,68652.8,7063,0.54%,No,No,-0.14%,-0.18%,0.60%,2.57%,3.44%,National Munis,2010-02-01,0.35%,Not Available,$0.28,2016-09-01,$0.04,0.54%,n/a,-0.31,81,23.12%,$50.36,$50.61,$50.36,$50.40,46,3.38%,35%,15%,1099,C+,B-,B-,A-,C+,C+,C+
TQQQ,UltraPro QQQ ETF,127.67,956896.5,2228412,11.77%,No,3x,2.63%,4.11%,37.13%,182.59%,708.51%,Leveraged Equities,2010-02-09,0.95%,Not Available,n/a,2015-03-25,$0.01,0.01%,21.72,3.16,120,266.70%,$116.50,$129.41,$126.61,$129.20,59,41.67%,35%,15%,1099,A,C+,B-,C+,n/a,n/a,B
UDOW,UltraPro Dow30 ETF,74.22,109910,277471,15.39%,No,3x,2.30%,-2.26%,42.91%,64.06%,396.89%,Leveraged Equities,2010-02-09,0.95%,Not Available,$0.36,2016-06-22,$0.10,0.48%,18.26,-2.74,42,268.09%,$71.14,$78.72,$73.67,$75.18,48,34.56%,35%,15%,1099,A-,C+,B-,B,n/a,n/a,B+
UMDD,UltraPro MidCap400 ETF,64.54,26280,8062,29.08%,No,3x,6.20%,-1.81%,32.05%,71.38%,486.71%,Leveraged Equities,2010-02-09,0.95%,Not Available,$0.03,2016-03-23,$0.01,0.04%,20.65,3.52,413,273.31%,$58.97,$69.62,$64.13,$65.13,52,46.31%,35%,15%,1099,B,C+,C+,B,n/a,n/a,B
URTY,UltraPro Russell2000 ETF,94.32,101167.5,131471,27.25%,No,3x,7.44%,3.66%,23.88%,35.05%,410.02%,Leveraged Equities,2010-02-09,0.99%,Not Available,n/a,2012-06-20,$0.01,0.02%,19.18,4.21,1992,259.60%,$84.79,$97.46,$93.51,$95.88,57,51.35%,35%,15%,1099,B+,C,C+,B,n/a,n/a,B
SQQQ,UltraPro Short QQQ ETF,13.51,630024.3,6648612,-27.56%,Yes,3x,-2.88%,-5.52%,-45.66%,-83.53%,-96.66%,Leveraged Equities,2010-02-09,0.95%,Not Available,n/a,n/a,n/a,0.00%,n/a,-3.15,13,299.80%,$13.36,$14.97,$13.36,$13.61,40,40.68%,35%,15%,1099,A,C+,B+,C+,n/a,n/a,B
SDOW,UltraPro Short Dow30 ETF,13.39,221066.8,1702778,-24.48%,Yes,3x,-2.48%,0.90%,-42.46%,-64.36%,-92.04%,Leveraged Equities,2010-02-09,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,-2.70,12,299.85%,$12.78,$13.95,$13.23,$13.49,49,34.11%,35%,15%,1099,A,C+,A-,B,n/a,n/a,A-
SMDD,UltraPro Short MidCap400 ETF,21.36,3517,13477,-37.69%,Yes,3x,-5.86%,0.14%,-42.13%,-70.12%,-95.59%,Leveraged Equities,2010-02-09,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,-3.75,9,299.87%,$20.00,$23.16,$21.10,$21.49,47,43.48%,35%,15%,1099,B,C+,A,B,n/a,n/a,B+
SRTY,UltraPro Short Russell2000 ETF,17.63,99324.4,906926,-39.87%,Yes,3x,-7.26%,-5.72%,-43.91%,-69.43%,-96.71%,Leveraged Equities,2010-02-09,0.95%,Not Available,n/a,n/a,n/a,n/a,n/a,-4.05,12,299.63%,$17.30,$19.71,$17.34,$17.77,41,49.95%,35%,15%,1099,A-,C+,A,B,n/a,n/a,A-
PCEF,PowerShares CEF Income Composite Portfolio ETF,22.70,656337.5,115137,13.12%,No,No,1.34%,-0.48%,15.57%,21.66%,47.39%,Total Bond Market,2010-02-19,1.88%,Not Available,$1.80,2016-09-15,$0.13,7.90%,17.62,0.72,141,23.11%,$22.27,$23.10,n/a,n/a,55,7.59%,35%,15%,1099,A-,C,C,C,A+,C+,C+
WREI,Wilshire US REIT ETF,50.32,22531.5,3000,10.78%,No,No,4.83%,1.00%,21.33%,47.92%,108.64%,Real Estate,2010-03-09,0.33%,Not Available,$1.56,2016-06-24,$0.35,3.11%,39.30,-1.65,115,41.19%,$47.62,$51.59,$50.16,$50.46,53,15.47%,35%,15%,1099,C,A-,B,C+,B,A-,B-
